,tweet_id,timestamp,text,single_dog,name,stage_count,stage(s),average,favorite_count,retweet_count,jpg_url,breed,gender,RT/Like,average_cate,dog?
10,890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,True,Koda,0,Not Specified,13.0,31127,7584,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,Male,0.24364699457063,high,definitly dog
11,889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,True,Bruno,0,Not Specified,13.0,28208,5116,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,Male,0.18136698808848553,high,possibly dog
12,889665388333682689,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,True,NaN,1,puppo,13.0,38745,8502,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,Unknown,0.2194347657762292,high,definitly dog
13,889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,True,Ted,0,Not Specified,12.0,27633,4705,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,Male,0.17026743386530596,high,definitly dog
14,889531135344209921,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,True,Stuart,1,puppo,13.0,15329,2309,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,Male,0.15062952573553395,high,definitly dog
15,889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,True,Oliver,0,Not Specified,13.0,25712,5635,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,Male,0.21915836963285626,high,definitly dog
16,888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,True,Jim,0,Not Specified,12.0,29555,4681,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,Male,0.1583826763660971,high,definitly dog
17,888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,True,Zeke,0,Not Specified,13.0,26021,4535,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,Male,0.17428231044156642,high,definitly dog
18,888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,True,Ralphus,0,Not Specified,13.0,20267,3722,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,Male,0.18364829525830167,high,definitly dog
19,888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,True,Gerald,0,Not Specified,12.0,22144,3637,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,Male,0.16424313583815028,high,definitly dog
20,887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,True,Jeffrey,0,Not Specified,13.0,30690,5584,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,Male,0.1819485174323884,high,definitly dog
21,887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,True,NaN,0,Not Specified,14.0,46940,12053,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,Unknown,0.25677460587984663,high,not dog
22,887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,True,Canela,0,Not Specified,13.0,70007,18813,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,Female,0.26873026983015985,high,definitly dog
23,887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,True,NaN,0,Not Specified,13.0,34223,10713,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,Unknown,0.31303509335826785,high,possibly dog
24,887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,True,NaN,0,Not Specified,12.0,31045,6147,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,Unknown,0.19800289901755516,high,definitly dog
25,886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,True,Maya,0,Not Specified,13.0,35786,8045,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,Female,0.2248085843625999,high,possibly dog
26,886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",True,Mingus,0,Not Specified,13.0,12286,3420,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,Male,0.2783656194041999,high,definitly dog
27,886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,True,Derek,0,Not Specified,13.0,22802,4597,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,Male,0.20160512235768793,high,not dog
28,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,True,Roscoe,1,pupper,12.0,21488,3297,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,Unknown,0.15343447505584512,high,definitly dog
29,886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,True,Waffles,0,Not Specified,13.0,28437,6506,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,Male,0.22878644020114638,high,possibly dog
30,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,True,Jimbo,0,Not Specified,12.0,33299,7043,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,Male,0.21150785308868134,high,definitly dog
31,885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,True,Maisey,0,Not Specified,13.0,36592,6642,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,Female,0.1815150852645387,high,definitly dog
32,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,True,NaN,0,Not Specified,13.0,22304,4526,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,Unknown,0.20292324246771878,high,definitly dog
33,884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",True,Earl,0,Not Specified,12.0,78881,19149,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,Male,0.2427580786247639,high,definitly dog
34,884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,True,Lola,0,Not Specified,13.0,28429,6042,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,Female,0.2125294593548841,high,definitly dog
35,884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,True,Kevin,0,Not Specified,13.0,24716,5076,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,Male,0.20537303770836704,high,definitly dog
36,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",True,NaN,0,Not Specified,14.0,27443,5836,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,Unknown,0.21265896585650257,high,definitly dog
37,884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,True,Yogi,1,doggo,12.0,20719,3099,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,Male,0.14957285583281046,high,definitly dog
38,883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,True,Noah,0,Not Specified,12.0,22269,3559,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,Male,0.1598185818851318,high,definitly dog
39,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",True,Bella,0,Not Specified,13.5,46741,10336,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,Female,0.22113348024218565,high,definitly dog
40,883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,True,Grizzwald,1,floofer,13.0,22932,3802,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,Male,0.1657945229373801,high,definitly dog
41,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",True,NaN,0,Not Specified,13.0,37810,6900,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,Unknown,0.18249140439037292,high,definitly dog
42,882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,True,Rusty,0,Not Specified,13.0,24358,4086,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,Male,0.16774776254208063,high,possibly dog
43,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,True,Gus,1,pupper,12.0,28810,5086,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,Male,0.17653592502603263,high,definitly dog
44,882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,True,Stanley,0,Not Specified,13.0,28327,6303,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,Male,0.22250856073710595,high,definitly dog
45,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,True,Alfy,0,Not Specified,13.0,45745,12013,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,Male,0.2626079352934747,high,definitly dog
46,882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",True,Koko,0,Not Specified,13.0,29843,5162,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,Female,0.17297188620447007,high,possibly dog
47,881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,True,Rey,0,Not Specified,12.0,24708,3516,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,Male,0.1423020883924235,high,possibly dog
48,881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,True,Gary,0,Not Specified,13.0,51390,11026,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,Male,0.2145553609651683,high,definitly dog
49,881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",True,NaN,1,pupper,14.0,50326,16564,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,Unknown,0.32913404601994994,high,possibly dog
50,881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,True,Elliot,0,Not Specified,12.0,23462,5328,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,Male,0.2270906146108601,high,not dog
51,880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,True,Louis,0,Not Specified,13.0,17288,2871,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,Male,0.1660689495603887,high,not dog
52,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,True,NaN,0,Not Specified,12.0,21667,3957,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,Unknown,0.18262795956985278,high,definitly dog
53,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,True,Bella,0,Not Specified,12.0,28997,6500,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,Female,0.22416112011587405,high,definitly dog
54,880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,True,Jesse,0,Not Specified,12.0,27561,4398,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,Male,0.15957331011211495,high,possibly dog
55,880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,True,NaN,0,Not Specified,11.0,28085,4506,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,Unknown,0.16044151682392738,high,definitly dog
56,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,True,Romeo,0,Not Specified,13.0,22609,3615,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,Male,0.15989207837586802,high,definitly dog
57,879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,True,Bailey,0,Not Specified,12.0,23778,3300,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,Male,0.13878374968458237,high,possibly dog
58,879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,True,Duddles,0,Not Specified,13.0,107834,45655,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,Male,0.4233822356585122,high,definitly dog
59,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,False,Jack & A,0,Not Specified,12.0,17061,3239,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,Male,0.18984819178242776,high,possibly dog
60,879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,True,Steven,0,Not Specified,11.0,22978,4890,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,Male,0.2128122552006267,high,not dog
61,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,True,Beau,0,Not Specified,13.0,19265,2793,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,Male,0.1449779392681028,high,definitly dog
62,878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,True,Snoopy,1,puppo,13.0,19708,4282,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,Male,0.2172721737365537,high,definitly dog
63,878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",True,Shadow,0,Not Specified,13.0,7890,1338,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,Male,0.16958174904942966,high,definitly dog
64,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,True,Emmy,0,Not Specified,14.0,42743,7118,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,Female,0.16653019207823502,high,definitly dog
65,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,True,Aja,0,Not Specified,13.0,81450,19908,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,Female,0.24441988950276244,high,definitly dog
66,877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,True,Penny,0,Not Specified,12.0,23188,3973,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,Female,0.17133862342590994,high,possibly dog
67,877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",True,Dante,0,Not Specified,13.0,27835,5377,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,Male,0.1931740614334471,high,definitly dog
68,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,True,Nelly,0,Not Specified,12.0,27661,5829,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,Male,0.21072990853548318,high,definitly dog
69,876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,True,Ginger,1,pupper,12.0,21069,3493,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,Female,0.16578859936399448,high,definitly dog
70,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,True,Benedict,0,Not Specified,13.0,19086,2499,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,Male,0.13093366865765482,high,definitly dog
71,876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",True,Venti,0,Not Specified,13.0,28392,4872,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,Female,0.17159763313609466,high,definitly dog
72,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",True,Goose,0,Not Specified,13.0,25710,4478,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,Male,0.17417347335667055,high,definitly dog
73,875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,False,Nugget & Hank,0,Not Specified,13.0,22346,5114,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,Male,0.22885527611205586,high,possibly dog
74,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,True,NaN,0,Not Specified,12.0,25948,4895,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,Unknown,0.1886465238168645,high,definitly dog
75,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,True,Cash,0,Not Specified,12.0,28371,4825,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,Male,0.17006802721088435,high,definitly dog
76,874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,True,Jed,1,pupper,13.0,26563,4284,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,Male,0.16127696419832097,high,definitly dog
77,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",True,NaN,0,Not Specified,12.0,23061,4107,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,Unknown,0.1780928840900221,high,definitly dog
78,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",True,Sebastian,1,puppo,13.0,35406,10926,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,Male,0.30859176410777833,high,definitly dog
79,873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",True,NaN,0,Not Specified,13.0,24757,4110,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,Unknown,0.16601365270428567,high,definitly dog
